"","time","magnitude"
"1",1,4.39952810324779
"2",2,6.31871764853349
"3",3,7.86028686981021
"4",4,7.3782396937266
"5",5,7.22358826754809
"6",6,8.1642302987733
"7",7,9.53006883760916
"8",8,12.0563047698432
"9",9,8.71897820332386
"10",10,9.51428529693849
"11",11,9.12339619272563
"12",12,9.71171457642173
"13",13,11.5811937084884
"14",14,9.97490247920695
"15",15,12.2078659799304
"16",16,14.9610458793029
"17",17,12.9230353572578
"18",18,11.888862370307
"19",19,13.9282527251882
"20",20,16.4576088374872
"21",21,14.5191369021437
"22",22,15.1782957286195
"23",23,13.919924666925
"24",24,15.9855755623696
"25",25,17.5142812562142
"26",26,15.9810114219963
"27",27,15.6851668539882
"28",28,15.6460953312437
"29",29,16.4361507084457
"30",30,16.0697071898196
"31",31,14.5150431903378
"32",32,14.4068706610672
"33",33,15.1596197849872
"34",34,15.2417164406379
"35",35,18.6400976961391
"36",36,18.3755490989539
"37",37,18.6751550251867
"38",38,19.9675490396109
"39",39,18.4078636780755
"40",40,19.8895618602365
"41",41,19.7858482742952
"42",42,19.6545098042271
"43",43,19.8177289069967
"44",44,18.2931675484142
"45",45,19.4679851014251
"46",46,22.2565019471704
"47",47,21.0450951024178
"48",48,20.3238644435217
"49",49,20.7262982029266
"50",50,20.9068325813239
"51",51,23.6722027400279
"52",52,23.8249888664777
"53",53,21.0883474623622
"54",54,21.1527295108457
"55",55,22.644136253118
"56",56,21.3099551878243
"57",57,21.8908732780006
"58",58,22.1397617534544
"59",59,23.9059661080273
"60",60,27.141645969248
"61",61,23.0913944113689
"62",62,23.6961038508048
"63",63,24.6115527051657
"64",64,25.8429010386977
"65",65,26.604545017433
"66",66,25.5249288947938
"67",67,26.2177151066409
"68",68,25.9165282840543
"69",69,25.5657650990023
"70",70,24.7015309036789
"71",71,26.445690847287
"72",72,25.3730996056552
"73",73,26.4210552725983
"74",74,26.2106596868956
"75",75,27.2113528028492
"76",76,26.8633708604864
"77",77,27.6845045870227
"78",78,28.2284905574581
"79",79,28.5804294022671
"80",80,28.1337009973164
"81",81,30.6374709724478
"82",82,29.2067645648553
"83",83,27.9022444946552
"84",84,29.4379218698232
"85",85,29.368920694756
"86",86,31.5220951512499
"87",87,32.9023821151815
"88",88,31.2615318190486
"89",89,33.3165223452841
"90",90,31.0353343383921
"91",91,37.6232147749973
"92",92,40.1185841218195
"93",93,36.8097549965004
"94",94,38.1342202304503
"95",95,37.7879719336946
"96",96,37.9881175088699
"97",97,35.5576425453148
"98",98,38.6563612639691
"99",99,36.1695362226857
"100",100,37.2705363411333
"101",101,37.5738497810261
"102",102,38.1630210612235
"103",103,41.4864128997167
"104",104,41.2072367162911
"105",105,44.3978651211116
"106",106,43.4204075790357
"107",107,41.4924235344434
"108",108,44.8279804900643
"109",109,40.9435901993385
"110",110,44.9800881604805
"111",111,43.0141508080565
"112",112,41.9806337740476
"113",113,41.737080777731
"114",114,43.7944279452307
"115",115,44.1813451707656
"116",116,44.0405771637512
"117",117,44.3132684892865
"118",118,42.7571494023814
"119",119,48.0191581344292
"120",120,47.8093208143708
